sample_idx,group_id,formula,N,arity,reference_native:reconstructed,reference_native:novel,reference_native:unique_representative,reference_native:novel_unique,reference_native:terminal_verified,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_native:terminal_status,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_tau:reconstructed,reference_tau:novel,reference_tau:unique_representative,reference_tau:novel_unique,reference_tau:terminal_verified,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,reference_tau:terminal_status,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,k4_native:reconstructed,k4_native:novel,k4_native:unique_representative,k4_native:novel_unique,k4_native:terminal_verified,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_native:terminal_status,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_tau:reconstructed,k4_tau:novel,k4_tau:unique_representative,k4_tau:novel_unique,k4_tau:terminal_verified,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k4_tau:terminal_status,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k8_native:reconstructed,k8_native:novel,k8_native:unique_representative,k8_native:novel_unique,k8_native:terminal_verified,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_native:terminal_status,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_tau:reconstructed,k8_tau:novel,k8_tau:unique_representative,k8_tau:novel_unique,k8_tau:terminal_verified,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun,k8_tau:terminal_status,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,g_native:reconstructed,g_native:novel,g_native:unique_representative,g_native:novel_unique,g_native:terminal_verified,g_native:strict_stable,g_native:meta_stable,g_native:strict_sun,g_native:meta_sun,g_native:verified_strict_sun,g_native:verified_meta_sun,g_native:terminal_status,g_native:official_hull_status,g_native:e_above_hull_eV_atom,g_tau:reconstructed,g_tau:novel,g_tau:unique_representative,g_tau:novel_unique,g_tau:terminal_verified,g_tau:strict_stable,g_tau:meta_stable,g_tau:strict_sun,g_tau:meta_sun,g_tau:verified_strict_sun,g_tau:verified_meta_sun,g_tau:terminal_status,g_tau:official_hull_status,g_tau:e_above_hull_eV_atom
99,eval:99,O5F8V4Mn2,19,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,9.475302075623892,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15262112545909723,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.943683480500601,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15433487820567926,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.0602444164747222,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14746174740733942,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.23432049679698785
100,eval:100,O2S8Zn2Os2,14,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.8823986124600918,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3113741945828945,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3984828066434414,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2757763933743984,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3888297152127773,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.28153229471106833,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.21803236719031638,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3098168444242031
101,eval:101,LiF6K2Ag,10,4,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0938532526694349,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.01168705775366341,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06622673823462044,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.011610286971192707,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.42005135371313607,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.011738556166749348,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.011408108016114582
102,eval:102,V6Fe2,8,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4951488400964354,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11425847068115225,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,10.985747041848144,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.020828905251464747,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09267777457519522,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14024704947753897,True,True,True,True,False,False,True,False,True,False,False,invalid_terminal,known,0.03582543387695303,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11790532126708975
103,eval:103,Sn8Yb6,14,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,
104,eval:104,Cu2Zr12Sn4,18,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,7.86754081187595,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.045512651780734714,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,9.246837591508518,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1057214492355687,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,11.315989469865452,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09455630717624253,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.13109109340060776,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08429572520602768
105,eval:105,Sb6Dy2,8,2,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.39562471105834973,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.169133259794922,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07958991720458997,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03464706136962903,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07468946172973645,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.037393166563720825,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.059359623930664185,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.038854672453613404
106,eval:106,Al4Pd4Ce4,12,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.38379206270969,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04415716738498254,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.611888071010471,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04467119784152551,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.031934638927341,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11614622683322473,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.2942391833761935,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04396452517306848
107,eval:107,Cl6K2AsRb,10,4,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09989932172180094,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03843310468078531,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07510974995971598,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07669451825500406,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08026650540710367,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.039332419561156406,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.058283597158202305,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07653024785400309
108,eval:108,ZnSn2Pb,4,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.062337199337157756,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10967830765930131,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09655908692565873,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.10995558846679643,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09655932534423783,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1090045367547603,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.8132074271508785,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.08868745911804155
109,eval:109,Zn3Ac,4,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,10.387172218308105,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.020739074692382786,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,10.42201947782959,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.021719690308227513,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,10.384412284836426,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.021748538956298802,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.25720822428192136,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.02125715826477048
110,eval:110,Ni4Ge8,12,2,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09716275631510474,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09837058483683325,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.3597569793375657,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06608489452921606,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1096077293070481,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04589227139078833,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08857015072428442,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10453275143229224
111,eval:111,O2F10Mn2Ba4,18,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.123536289952667,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2517907035574032,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.8215195548757626,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19115752103176842,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15912026288357506,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.22829216840115318,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2291480911001278
112,eval:112,CeTl3,4,2,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.9907325717236328,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.024147412421875014,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3912066432263184,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.024135253074340834,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3912066432263184,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.02413453781860353,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.16657581055419923,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.024428269508056655
113,eval:113,O6Ba2LaBi,10,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.4416707308457033,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.04316838099218767,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5017646105454103,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.04318650080419939,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5017679484055177,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.04316551996923845,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.23114903284765642
114,eval:114,B4Rh4Tm4,12,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,4.586060310237257,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08819844805463983,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4800040968583508,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.19287612520918085,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1885488279984875,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.12612035357221796,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.20852830492719843,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.28134372317060663
115,eval:115,Ti6Rh2,8,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.447668445138346,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.025600802926431854,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,9.994016063241373,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.025600802926431854,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03758276703775998,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.025623691110025604,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05194319489420529,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.025555026559244354
116,eval:116,ZnTbTl2,4,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11904716672770776,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.13193798246257105,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09538960637919702,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1319303530680398,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09538960637919702,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1319303530680398,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.08986759366862573
117,eval:117,O12Cr4La4,20,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.8242291577880856,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.049477494580077774,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,6.173806584698486,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.04940310798339809,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.945187486035156,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.04946891151123012,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.398838437420654,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.04966918311767543
118,eval:118,Li4O8Cr4,16,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.8428662298254395,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.040802287869873055,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,6.812997150235596,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.12863140087646485,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08917217236083985,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.16303949337524415,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.036821174436035164
119,eval:119,Li2F8Mn2Te2,14,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.105760131992711,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11868051163138293,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.3430891381877794,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14869741074026965,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.14489844910086536,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1569447862285509,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.1810393678325548,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.17329410187186145
120,eval:120,Ru8Yb4,12,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,
