sample_idx,group_id,formula,N,arity,reference_native:reconstructed,reference_native:novel,reference_native:unique_representative,reference_native:novel_unique,reference_native:terminal_verified,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_native:terminal_status,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_tau:reconstructed,reference_tau:novel,reference_tau:unique_representative,reference_tau:novel_unique,reference_tau:terminal_verified,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,reference_tau:terminal_status,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,k4_native:reconstructed,k4_native:novel,k4_native:unique_representative,k4_native:novel_unique,k4_native:terminal_verified,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_native:terminal_status,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_tau:reconstructed,k4_tau:novel,k4_tau:unique_representative,k4_tau:novel_unique,k4_tau:terminal_verified,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k4_tau:terminal_status,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k8_native:reconstructed,k8_native:novel,k8_native:unique_representative,k8_native:novel_unique,k8_native:terminal_verified,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_native:terminal_status,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_tau:reconstructed,k8_tau:novel,k8_tau:unique_representative,k8_tau:novel_unique,k8_tau:terminal_verified,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun,k8_tau:terminal_status,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,g_native:reconstructed,g_native:novel,g_native:unique_representative,g_native:novel_unique,g_native:terminal_verified,g_native:strict_stable,g_native:meta_stable,g_native:strict_sun,g_native:meta_sun,g_native:verified_strict_sun,g_native:verified_meta_sun,g_native:terminal_status,g_native:official_hull_status,g_native:e_above_hull_eV_atom,g_tau:reconstructed,g_tau:novel,g_tau:unique_representative,g_tau:novel_unique,g_tau:terminal_verified,g_tau:strict_stable,g_tau:meta_stable,g_tau:strict_sun,g_tau:meta_sun,g_tau:verified_strict_sun,g_tau:verified_meta_sun,g_tau:terminal_status,g_tau:official_hull_status,g_tau:e_above_hull_eV_atom
126,eval:126,Li2F8V2,12,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.6188097167089843,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.13219835043701167,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.1653237509802246,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.03645087958129878,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.0882973837927246,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08086206198486323,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.16712524176391597,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11043264151367183
127,eval:127,Li2O8Mn3Rh,14,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.4806387357345141,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.169955485307268,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,8.326712840043596,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06445144935756097,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.7139942578902758,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0917527608504809,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.7149021558394946,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.30402635856776605
128,eval:128,B2Fe3La3,8,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2807016321105955,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.16178321322631817,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1690359064025877,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1777324624938963,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.28433703860473614,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.16148519000244121,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.28964805087280254,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11474894961547832
129,eval:129,Ga2As6Sb2,10,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,3.266296052343261,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1509362691706535,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.3543635839289543,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.16576399744213788,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.176530503637206,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.18490614832104413,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1573125356501457,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15265717447460858
130,eval:130,K4Zn2As4,10,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.603536690677245,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07588108917578129,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4893570794711914,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.043830479587158244,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.5691220416675415,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05223902603491215,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1007548226962891,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07526883026464848
131,eval:131,K4As12Eu4,20,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,3.084582359243816,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04929974739689236,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.5404293841614187,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04663184349674587,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.28417161171574,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.064259559561199,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10583451454777126,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07541659538883572
132,eval:132,O12Ga4Nb2,18,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.9093605474678599,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09088816206136574,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4141837553230845,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08785213987508644,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4940163091866099,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17053045789876808,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.13544096510091652
133,eval:133,Co4Ge4Pd4,12,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3496393726246474,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17092128256727435,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.0152053401844618,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2707566783802626,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.204893545903456,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0962681339161513,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15235038260389544,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2810377643482802
134,eval:134,F6Rb3Nd,10,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11352697995849592,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06516138700195295,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.039939085518798656,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06518618253417952,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0200483003015135,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06494633344360334,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.333319345986328,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06496397641845686
135,eval:135,As8Cd2Tl4,14,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,2.565576420590326,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04382072524730862,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.098330603405878,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.012915478512689482,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03500996665661038,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.005259381100580107,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03739963607494534,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.003447399899408232
136,eval:136,Cu3In3Pr3,9,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.03181233065701,True,False,True,False,True,True,True,False,False,False,False,verified,known,-0.01808438641452348,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.267685553008084,True,False,False,False,False,True,True,False,False,False,False,not_converged,known,-0.017248967713351604,False,False,False,False,False,False,False,False,False,False,False,generation_failure,input_not_reconstructed,,False,False,False,False,False,False,False,False,False,False,False,generation_failure,input_not_reconstructed,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,5.320234438353543,True,False,False,False,False,True,True,False,False,False,False,not_converged,known,-0.017190793580050823
137,eval:137,B2Co2Eu2,6,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1886819911336275,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.0955730366373686,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.8940624308919283,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.09559592482096235,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.8940629077290865,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.09532984968668501,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07284203294270952,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.09527072187906782
138,eval:138,F2I2Ba2,6,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.6545581551468906,True,False,True,False,True,True,True,False,False,False,False,verified,known,-0.027695205601400374,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19916388711100197,True,False,True,False,True,True,True,False,False,False,False,verified,known,-0.026637580784505843,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2529368134415684,True,False,True,False,True,True,True,False,False,False,False,verified,known,-0.026549842747396468,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.024231937321371078,True,False,True,False,True,True,True,False,False,False,False,verified,known,-0.027607944401449203
139,eval:139,ScZn2Sn,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09355125434613587,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11398181922650696,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05512223251080872,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11398205764508607,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05150995261884095,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11398372657513978,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03818593032575013,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11399803168988587
140,eval:140,O10Cu2Sr4Cs2,18,4,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3475079085557722,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2128963019578718,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.246172859880235,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2338189627855085,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.279899075242784,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.28442330619981515,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.515748694154527,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15518136284044015
141,eval:141,AgIn2Ce,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.042669387164306904,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07582959682006862,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.042669387164306904,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07583007365722683,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.037548632922363545,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07582983523864772,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,10.025946231188964,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.02301225215454128
142,eval:142,Li4N8As4,16,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.830373402324625,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2062011916312656,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5819522101554355,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.18542635032267185,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,6.587833519664713,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05462944099039646,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.1429916579398594,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04904949256510349
143,eval:143,Na4Au4,8,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,3.9975052550917565,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03027207409200061,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1312523559218346,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.005310125697225221,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,10.33820516620931,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.014684505808919557,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08748752628621448,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06897670780476917
144,eval:144,YIn2Eu,4,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11508408210937482,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0030445160693357565,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11508455894653302,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.003023535234374819,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11508455894653302,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0030449929064939596,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.02729710914428729,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.002928644639892397
145,eval:145,F6K2AgTl,10,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.8660731989776203,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.015708037081868298,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.953064032260091,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.01644665783992494,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1466141421233722,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.01640278882137025,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.13454777783504213,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.016470499697835095
146,eval:146,Zn10Pt6,16,2,True,True,True,True,False,False,True,False,True,False,False,invalid_terminal,known,0.08605723105212393,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05869106970568838,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05017475806018057,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.018194481952392483,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03221683226367178,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.029220387561523342,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.7292664500310058,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.018958851916992092
147,eval:147,TiCoTm2,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08487070569987054,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14446819791788812,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08487070569987054,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14447391996378656,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08487165937418695,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3038243151664233,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0746559000968432,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14443911085123773
148,eval:148,Li2SnEr,4,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0018747351023353787,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.00012521956888811303,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.003913690790811941,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-7.624413045270728e-05,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0039129755350746365,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,6.299231974260522e-05,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06164555762735979,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0001323721262611599
149,eval:149,O5F8Cu2Sr2Os,18,5,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.448563331433581,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.25613021261339064,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.666383737393664,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.29575681097154494,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.3694372118199336,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2159919679844844,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.27538728124742384
150,eval:150,In3Yb,4,2,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,
151,eval:151,Si2Co2Ce,5,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.19040620706030165,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.011258240724122182,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.15937030694433485,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.011312600160157338,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.16814792535253797,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.011312600160157338,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1487287320847157,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.011372681642090932
152,eval:152,V2FeRu,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.025787696360676904,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.00517906236735044,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.025205001353352685,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.005136147023112159,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.02520404767903628,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.005136147023112159,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.010366782664387841,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.005467072010905127
153,eval:153,LiYAu2,4,3,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.02169236074869829,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.008615101684977589,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.02169236074869829,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.008616055359293995,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.021692837585856495,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.008616055359293995,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.006006325592448292,True,False,True,False,True,True,True,False,False,False,False,verified,known,-0.00896462332194048
154,eval:154,Sc6Lu2,8,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6672901118261718,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04338874463867182,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5856241190893554,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04495944623779291,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5189484560949706,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.043365379617919864,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04675712232421869,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.043357750223388614
155,eval:155,ScPtAu2,4,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1034289862357598,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03200593249430472,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10343518511881644,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03200545565714652,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0582472349845391,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.005896422699787074,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.004396769837238246,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06275239245524222
156,eval:156,NiGd3,4,2,True,True,True,True,False,True,True,True,True,False,False,invalid_terminal,known,-0.7990632381030274,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.23570486645019528,True,True,True,True,False,True,True,True,True,False,False,invalid_terminal,known,-0.7450042094775391,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2164520893505859,True,True,True,True,False,True,True,True,True,False,False,invalid_terminal,known,-0.7472024287768555,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.23570486645019528,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.20523115734375,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.21644064525878903
157,eval:157,MgScTc2,4,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3382310137216713,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2575902208749916,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2809504732553627,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2576045259897377,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.28158371300145646,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2575902208749916,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17360012382909318,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2576636537973549
158,eval:158,N2Br2,4,2,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.12724239713623042,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11455838792846684,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.14808971769287105,True,True,True,True,True,False,False,False,False,False,False,verified,known,1.6834818612866211,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.13433773405029292,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11321942918823247,True,True,True,True,True,False,False,False,False,False,False,verified,known,1.6024889241986084,True,True,True,True,True,False,False,False,False,False,False,verified,known,1.6870462190441895
159,eval:159,MgGa2Er,4,3,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.013598662628197644,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.013631087554955457,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.013599139465355847,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.012763518081641223,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.013942700637841199,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.013631802810692761,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.10501648782346251,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.011412161575293567
160,eval:160,Ga3Tm,4,2,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03514091113403328,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.0025948677380371876,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03493777850463875,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.0023414287884522267,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.034477630646972734,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.0023409519512940236,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0022691879589844532,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.0019275341351319142
161,eval:161,AgYbHg2,4,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,
162,eval:162,Cu2Ge10Tb6,18,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.882166331757654,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07446760510360129,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5188364443675173,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06576771115218527,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.7254409251109255,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0708374438182009,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.23847336148177511,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2625150141612185
163,eval:163,Cu3In3Yb3,9,3,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,
164,eval:164,K2Ag6Sn2,10,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,3.8632014019685057,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.008649803857299965,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.054446719427612145,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.023397706289794762,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0744436009125975,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0129969341950682,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05059029891064437,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.02446534468701156
